id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
15001,"Abancay/Auancay","15","T15001","Y de ay adelante siempre fueron peleando con él, hasta la puente de <b>Abancay</b>, donde fue certificado de la prisión de Hernando y Gonçalo Piçarro y de todo lo demás que en el <i>Cuzco</i> auía passado, y propuso de no passar adelante hasta tener mandado de lo que auía de hazer.","115","","","","sin datos"
15001,"Abancay/Auancay","15","T15002","Porque como los de Alonso de Aluarado estauan afrentados de la rota que auían recebido en la puente de <b>Abancay</b> procurauan de se vengar como podían, tanto que lleuando vno rendido en las ancas de su cauallo al capitán Ruy Díaz, llegó otro y de vn golpe de lança le mató.","126","","","","sin datos"
15001,"Abancay/Auancay","15","T15003","En la vltima reseña que mandó hazer halló que tenía setecientos arcabuzeros y quinientos piqueros y quatrocientos de cauallo, caso que desde entonces hasta que llegó a <i>Xaquixaguana</i> se recogieron hasta llegar a número de mil y nouecientos hombres, y assí salió el campo de <i>Xauxa</i> y veynte y nueue de diziembre del año de quarenta y siete, caminando en buena orden la vía del <i>Cuzco</i> para tentar por donde auría menos peligro de passar el río de <b>Auancay</b>.","364","","","","sin datos"
15001,"Abancay/Auancay","15","T15004","(…) y de ay adelante Valdiuia començó a entender en los negocios de la guerra juntamente con el Mariscal Alonso de Aluarado y el General Hinojosa, y quando se reconoció la primauera y començaron a cessar las aguas partió el campo de Adaguaylas [sic: <i>Andaguaylas</i>] y fue a sentar en la puente de <b>Auancay</b>, que está veynte leguas del <i>Cuzco</i>, donde estuuo aguardando hasta que en el río de <i>Apurima</i>, que es doze leguas del <i>Cuzco</i>, se hiziessen puentes para poder passar.","365-366","","","","sin datos"
15001,"Abancay/Auancay","15","T15005","Este río nace de las cordilleras neuadas que están en el <i>Perú</i> entre la ciudad de los Reyes y el <i>Cuzco</i> donde salen quatro ríos, nombrados de las primeras <i>prouincias</i> por donde passan; vno se llama <i>Aporima</i>, otro <i>Vilcas</i> y otro <b>Auancay</b> y otro <i>Xauxa</i>, que sale de vna laguna de la <i>prouincia</i> que se llama <i>Bombón</i>, que es la más llana y más alta tierra del <i>Perú</i>, a cuya causa siempre en ella graniza y nieua.","379","","","","sin datos"
15002,"açua/azua","15","T15006","…y esto se ha conseruado de tal manera que los mismos indios del <i>Perú</i>, quando hablan con los christianos, nombran estas cosas generales por los vocablos que han oydo dellos, como al <i>cacique</i>, que ellos llaman <i>curaca</i>, nunca le nombran sino <i>cacique</i>, y aquel su pan de que está dicho le llaman <i>maíz</i>, con nombrarle en su lengua <i>çara</i>, y al breuaje llaman <i>chicha</i>, y en su lengua, <b>açua</b>; y assí de otras muchas cosas.","55","","","","sin datos"
15002,"açua/azua","15","T15007","Este breuaje se llama comúnmente <i>chicha</i> en lenguaje de las Yslas, porque en lengua del <i>Perú</i> se llama açiça [sic: <b>azua</b>] es blanco o tinto, como la color del <i>maíz</i> [que] te echan, y emborracha más fácilmente que vino de Castilla, aunque si los indios lo pudiessen auer, según son aficionados a ello, dexarían lo de su tierra. ","46","","","","sin datos"
15003,"Adesuyo","15","T15008","…y assí desta manera se nombran los otros quarteles de Oriente y Poniente, <b>Adesuyo</b> y <i>Condesuyo</i>, y ningún indio podía biuir en el aposento diferente del que estaua señalado a su tierra sin gran pena.","48","","","","sin datos"
15004,"Andaguaylas","15","T15009","Embió a Pedro de Bustincia con cierta gente que fuesse a tomar los <i>caciques</i> de <b>Andaguaylas</b> y otros comarcanos para que proueyessen de comida el campo, y pocos días después Gonçalo Piçarro se vino al <i>Cuzco</i> con más de quatrocientos hombres, donde se començó apercebir de todo lo necessario, auiendo él y su gente cobrando grande ánimo y soberuia con el vencimiento de la batalla de <i>Guarina</i> por auer sido con tanta ventaja y muertes de sus contrarios, siendo el número de la gente desigual.","362","","","","sin datos"
15004,"Andaguaylas","15","T15010","(…) y luego proueyó que los capitanes Lope Martín y Mercadillo fuessen con cincuenta hombres a la villa de <i>Guamanga</i>, que está treynta leguas más adelante, para tomar los caminos y saber lo que hazía el enemigo y recoger la gente que se viniessen huyendo del <i>Cuzco</i>, y auínoles también que teniendo noticia Lope Martín que Pedro de Bustincia estaua en <b>Andaguaylas</b> haziendo lo que arriba tenemos dicho, se adelantó con quinze arcabuzeros y dio vna noche sobre él y le prendió, y ahorcó algunos de los que con él venían, y tornóse a <i>Guamanga</i> y juntó consigo todos los <i>caciques</i> de la comarca.","363-364","","","","sin datos"
15004,"Andaguaylas","15","T15011","También llegó en aquella coyuntura el capitán Diego Centeno con más de treynta de cauallo que con él escapaaron de la rota de <i>Guarina</i>, y assí continuaron su camino padeciendo gran necessidad de comida hasta llegar a <b>Andaguaylas</b>, donde el Presidente se detuuo mucha parte del inuierno, que fue de muchas y muy rezias aguas que de día ni de noche cessaua de llouer, tanto que los toldos se podrían por no auer lugar de enxugarse, y por estar el <i>maíz</i> que comían tierno.","365","","","","sin datos"
15004,"Andaguaylas","15","T15012","(…) y de ay adelante Valdiuia començó a entender en los negocios de la guerra juntamente con el Mariscal Alonso de Aluarado y el General Hinojosa, y quando se reconoció la primauera y començaron a cessar las aguas partió el campo de Adaguaylas [sic: <b>Andaguaylas</b>] y fue a sentar en la puente de <i>Auancay</i>, que está veynte leguas del <i>Cuzco</i>, donde estuuo aguardando hasta que en el río de <i>Apurima</i>, que es doze leguas del <i>Cuzco</i>, se hiziessen puentes para poder passar.","365-366","","","","sin datos"
15005,"Andes","15","T15013","Más adelante, por espacio de sesenta leguas, ay otra población de christianos que se llama <i>Guánuco</i>, hecha por mandado del licenciado Vaca de Castro, que la llamó León, por se él natural de la ciudad de León, en España; es tierra de mucha comida, y créese que en ella ay abundancia de minas, especialmente azia la parte que tiene ocupada el <i>Ynga</i> que está alçado y de guerra en la <i>prouincia</i> de los <b>Andes</b> como adelante se declarará...","48","","","","sin datos"
15005,"Andes","15","T15014","Don Diego de Almagro hizo <i>Ynga</i> y dio la borla del Imperio a <i>Paulo</i> porque su hermano <i>Mango Ynga</i>, visto lo que auía hecho, se fue huyendo con mucha gente de guerra a vnas muy ásperas montañas que llaman los <b>Andes</b>.","111","","","","sin datos"
15005,"Andes","15","T15015","Y Diego Méndez se soltó de la cárcel con otros dos de los presos y se fueron con el <i>Ynga</i> [a] aquellas montañas que se llaman los <b>Andes</b>, que por la aspereza de la entrada son inexpugnables.","180","","","","sin datos"
