id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
260001,"Achi","26","T260001","(...) y la otra CABECERA DE <i>HURIN GUANCA</i> era antiguamente el pueblo de (así) que agora es de San Jerónimo de <i>Tuna</i>, y al presente lo es el pueblo de la Concepcion de <b>Achi</b>, porque se fundó allí el monasterio de la Concepcion, de frailes franciscanos, y hicieron cabeza de dotrina allí (...)","83-84","","","","sin datos"
260002,"Ácos","26","T260002","(...) y lo largo dicho del dicho valle, el <i>camino real</i> al <i>Cuzco</i>, está desde valle cuatro leguas el <i>tambo</i> de <b>Ácos</b>; no está pueblo poblado; y á un lado está el pueblo de <i>Pampas</i>, questá seis leguas de dicho valle; son indios de Baltasar de Hontiveros, vecino de <i>Guamanga</i> (...)","83","","","","sin datos"
260003,"adoratorios","26","T260003","(...) y les dió órden de sacrificar niños é niñas y <i>corderos</i> y <i>conejos</i>  de la tierra y figuras de hombres de oro é plata, y <i>chaquira</i> y otras cosas; lo cual han usado y usaron hasta que los españoles entraron en esta tierra, que se han convertido á nuestra Santa Fe Católica, y quitaron las <i>piedras</i> y <i>guacas</i> y <b>adoratorios</b> los sacerdotes y religiosos que los han dotrinado.","85","","","","sin datos"
260004,"aguacates","26","T260004","A los treinta capítulos: dicen que se proveen de sal por rescate de <i>maíz</i>, que la rescatan de los indios de <i>Tarma</i> y <i>Chinchacocha</i>, questán hácia <i>Guánuco</i>, diez y seis leguas deste valle; y que se proveen de <i>ají</i> de los pueblos questa dicho de los <i>Andes</i>, sujetos á este valle, donde se dan platanos, naranjas, limas, piñas, <i>guayabas</i>, higos, uvas, aunque más y así granadas y membrillos, y <i>guabas</i> y <i>mani</i>, y pepinos y cañas duces, y miel de avejas, aunque poca, granadillas, cirguelas de la tierra y <b>aguacates</b>; y allí se da la <i>coca</i> ques la yerba nombrada que traen los indios en la boca, diciendo que se sustentan con ella.","88","","","","sin datos"
260005,"ají","26","T260005","A los treinta capítulos: dicen que se proveen de sal por rescate de <i>maíz</i>, que la rescatan de los indios de <i>Tarma</i> y <i>Chinchacocha</i>, questán hácia <i>Guánuco</i>, diez y seis leguas deste valle; y que se proveen de <b>ají</b> de los pueblos questa dicho de los <i>Andes</i>, sujetos á este valle, donde se dan platanos, naranjas, limas, piñas, <i>guayabas</i>, higos, uvas, aunque más y así granadas y membrillos, y <i>guabas</i> y <i>mani</i>, y pepinos y cañas duces, y miel de avejas, aunque poca, granadillas, cirguelas de la tierra y <i>aguacates</i>; y allí se da la <i>coca</i> ques la yerba nombrada que traen los indios en la boca, diciendo que se sustentan con ella.","88","","","","sin datos"
260006,"Andamayo","26","T260006","(...) y á las vertientes de la otra parte están seis pueblos poblados en tierra caliente de montaña, que llaman <i>Andes</i>; el pueblo de San Pedro de <i>Vítoc</i> está de <i>Hátun Xauxa</i> doce leguas; y San Juan de <i>Uchubamba</i>; está deste valle diez leguas; y Santiago de <i>Cómas</i> , siete leguas; y Santo Antonio de <b>Andamayo</b>, diez y seis leguas deste valle; y Santo Domingo de <i>Paucarbamba</i>, diez y siete leguas; y Santo Domingo de <i>Cochangara</i> , ocho ó nueve leguas; son pueblos sujetos á los tres <i>repartimientos</i> deste valle.","83","","","","sin datos"
260007,"Andes","26","T260007","(...) y á las vertientes de la otra parte están seis pueblos poblados en tierra caliente de montaña, que llaman <b>Andes</b>; el pueblo de San Pedro de <i>Vítoc</i> está de <i>Hátun Xauxa</i> doce leguas; y San Juan de <i>Uchubamba</i>; está deste valle diez leguas; y Santiago de <i>Cómas</i> , siete leguas; y Santo Antonio de <i>Andamayo</i>, diez y seis leguas deste valle; y Santo Domingo de <i>Paucarbamba</i>, diez y siete leguas; y Santo Domingo de <i>Cochangara</i> , ocho ó nueve leguas; son pueblos sujetos á los tres <i>repartimientos</i> deste valle.","83","","","","sin datos"
260007,"Andes","26","T260008","Son los <i>caminos</i> para ir á estos seis pueblos de los <b>Andes</b> muy ásperos, y á los confines destos seis pueblos, pasadas seis jornadas de tierra muy asperísima y montaña, están los indios de guerra que llaman <i>Andes</i>, tierra muy cálida; están por conquistar, puesto que salen algunas veces á este valle algunos indios de los que están más cercanos, y muestran voluntad de ser xpianos, y salen cuando la justicia deste valle los invia á llamar.","83","","","","sin datos"
260007,"Andes","26","T260009","A los diez y siete capítulos: es el valle sano, y si algunas enfermedades tienen los indios, es de mudar de temple y por ir á tierras calientes, como es á la costa de la mar y á los <b>Andes</b> (...)","86","","","","sin datos"
260007,"Andes","26","T260010","(...) y por la parte de los <b>Andes</b> está la otra cordillera; hay cinco leguas y en partes á poco más y en partes á poco ménos, y las <i>xalcas</i> y <i>razo</i>, que quiere decir sierra y <i>puna</i> de mucho frio y nieve.","86","","","","sin datos"
