id_palabra,"Palabra","id_cronista","id_texto","cita","pagina"
11001,"açua",11,"T11001","Y tenían gran gasto, porque cadal día se sacaban los <i>cuerpos</i> todos de los <i>incas</i> a la plaza y allí se les hacía su fuego muy cubiertos y envueltos en mucha suma de mantas ricas, sobre cantidad de algodón; y estaban debajo sentados en sus sillas, y allí delante se les hacía su fuego, como al propio <i>inca</i> vivo, y su gente y mujeres con sus cántaros de agua [sic: <b>açua</b>], ques el vino de que ellos usan hecho <i>maíz</i>.",280-281
11002,"abasca",11,"T11002","Y así, en cada pueblo tenían obradores, que llamaban <i>cunviscas</i> , para traer esta ropa rica que hacían a dos haces, aunque más hacían de la de <b>abasca</b> quera gran género de tributo y de mucha importancia.",235
11002,"abasca",11,"T11003","Esta ropa era de muchas maneras conforme a la traza que se les daba en cada un año, porque del <i>urcumbe</i> tejida a dos haces se hacía en gran cantidad, y de la otra común de <b>abasca</b>, y otra de otra suerte para los sacrificios quel mismo <i>inca</i> hacía, en cada año, en todas las fiestas ordinarias quel hacía, en las cuales quemaba mucha cantidad.",258-259
11003,"Achacache",11,"T11004","Para en prueba de lo cual bastará el ejemplo de tres o cuatro <i>repartimientos</i> que ahora en este año y en los pasados han pleiteado en esta real audiencia de <i>Las Charcas</i>, uno de los cuales fue la <i>provincia</i> de <b>Achacache</b>, ques en el <i>Collao</i>, el cual pretendió lo siguiente.",296
11004,"adoratorio / adoratorios",11,"T11005","Y lo primero que estos <i>incas</i> propusieron, aunque no fue éste el título que acabaron y el que les hizo <i>señores</i>, fue una imaginación que se les asentó o que ellos fingieron a los principios: que después del diluvio habían salido de una cueva que ellos llaman <i>Pacaritanbo</i> -cinco leguas del <i>Cuzco</i>, donde está labrada antiquísimamente una ventana de cantería arrimada a un cerro que fue antiguo <b>adoratorio</b> suyo- siete personas hombres y mujeres de los cuales se había multiplicado todo el mundo (...) De lo cual resultaron en todas las <i>provincias</i>, en cada una, su <b>adoratorio</b> de la misma dedicación.",224
11004,"adoratorio / adoratorios",11,"T11006","También los otros hicieron veneración al lugar que señalaron para el efecto -aunque no con tanta orden- y aún sacrificios tan <i>principales</i>; y así, en cualquier <i>provincia</i> que lo pregunte, hallará este <b>adoratorio</b> cada uno con su imaginación contando el caso diferentemente.",225
11004,"adoratorio / adoratorios",11,"T11007","Después siempre su título fue esto de la relación, e inventar cada el día más generoso de sacrificios, y obligar a ellos, a todos los que metían debajo de su dominio, y dar a entender que aquella ciudad del <i>Cuzco</i> era casa y morada de dioses; y así no había en toda ella fuente ni paso ni pared que no dijesen que tenía / misterio, como parece en cada manifestación de los <b>adoratorios</b> de aquella ciudad, y carta que dellos manifestaron, que pasaban de cuatrocientos y tantos.",225-226
11004,"adoratorio / adoratorios",11,"T11008","El cuarto presupuesto [es] que allí adonde pobló los pueblos en todo el <i>reino</i>, en cada uno dividió las tierras en esta forma: una parte dellas aplicó para la religión, dividiéndola entre Sol y el <i>Pachayachachi</i> y el Trueno -quellos llaman <i>Chucuylla</i>-/ y la <i>Pachamama</i> y los muertos y otras <i>guacas</i> y <b>adoratorios</b> universales y particulares del pueblo, que sería larga historia tratar desto en particular, porque los cargó tanto y obligó a sacrificios que, aunque no tuviera otra cosa en qué entender, no estuviera muy desocupado.",227
11004,"adoratorio / adoratorios",11,"T11009","Especialmente, en cada pueblo puso la misma orden del <i>Cuzco</i> y dividió por <i>çeques</i> y rayas la comarca, e hizo <b>adoratorios</b> de diversos advocaciones [a] todas las cosas que parecían notables, de fuentes y manantiales y <i>puquios</i> y piedras hondas y valles y cumbres, quellos llaman <i>apachetas</i>, y puso a cada cosa su gente y les mostró la orden que habían de tener en sacrificar cada una dellas y para qué efecto,y puso quien se lo enseñase y en qué tiempo y con qué género de cosas.",227
11004,"adoratorio / adoratorios",11,"T11010","Finalmente, aunque en ninguna parte fueron tantos los <b>adoratorios</b> como en el <i>Cuzco</i>, pero es la orden una misma, y vista la carta de los <i>guacas</i> del <i>Cuzco</i>, en cada pueblo, por pequeño que sea la pintarán de aquella misma manera y mostrarán los <i>çeques</i> y <i>guacas</i> y <b>adoratorios</b> suyos, que para saberlo es negocio importantísimo para su conversión, que yo la tengo ensayada en más de cien pueblos.",227-228
11004,"adoratorio / adoratorios",11,"T11011","Item, asimismo llevaban el <i>ganado</i> que se les mandaba al <i>Cuzco</i> por el mismo mes de febrero en la cantidad que se les señalaba, llevando siempre <i>carneros</i> porque, como está dicho, en sacrificios ni en otros mantenimientos no se gastaba hembra ninguna; y así, en lo que toca al <i>ganado</i>, tenían la misma orden con su religión, porque, como está dicho, el <i>Pachayachachi</i> que ellos tenían por criador universal y el Sol y el Trueno, que llamaron ellos [sic: <i>chuquilla</i>] y la <i>Pachamama</i> y otra infinida de <b>adoratorios</b> que tenían, los más tenían su <i>ganado</i> aparte y se tenía <i>cuenta</i> y razón con la lana que dello procedía, y se mandaba labrar y llevar en cada un año.",259
11004,"adoratorio / adoratorios",11,"T11012","La cual ropa y <i>ganados</i> e distribuía en la ciudad del <i>Cuzco</i>, donde era la fuerza de los sacrificios, y en vestir la gente del servicio de las casas y gente del servicio de las <i>guacas</i> y <b>adoratorios</b>, que era en gran cantidad, y lo que quemaban por los días señalados del año, conforme a lo estatuido, sin otras necesidades extraordinarias, porque se multiplicaban los sacrificios.",260
11004,"adoratorio / adoratorios",11,"T11013","Para la cual ha de haber un presupuesto y fundamento que se ha de llevar por delante, y es que nunca tuvieron tributo limitado ni tasado, porque, como hemos dicho, de lo que tocaba al pan era todo aquello que se cogía de las <i>chácaras</i> y tierras que estaban señaladas en cada <i>provincia</i> para el <i>inca</i> y para sus <b>adoratorios</b>, lo cual todos ellos sembraban, beneficiaban y cogían y ponían en los <i>depósitos</i>, y destos llevaban al <i>Cuzco</i> aquello que se les mandaba; y de lo que tocaba al <i>ganado</i>, de todo lo que daban tributo estaba aplicado para el <i>inca</i> y para sus <b>adoratorios</b>, y desto llevaban asimismo lo que se les mandaba, y lo demás se quedaba en los hatos por cosa propia; y de la lana tejían la ropa en la cantidad que se proveía en cada un año, y de aquella llevaban la que se les mandaba y la demás se quedaba en los <i>depósitos</i>.",263
11004,"adoratorio / adoratorios",11,"T11014","Y así sacaron todo el oro y plata que tuvieron los <i>incas</i> y las casas y <b>adoratorios</b> de sus dioses, porque cada <i>inca</i> labraba de nuevo para sí y para su tesoro, y esto no lo heredaba el sucesor -como está dicho- sino todo quedaba con los <i>cuerpos</i> y para tesoro y <i>hacienda</i> suya.",264
11004,"adoratorio / adoratorios",11,"T11015","Y así se entiende haber en el <i>Cuzco</i> y en la comarca de aquellos <i>cuerpos</i> de los <i>incas</i>, por su origen y sucesión que exhibieron ante mí, gran suma de <i>hacienda</i>. En lo cual podré tratar de las <i>guacas</i> y <b>adoratorios</b> y de los <i>ídolos</i>.",264
11004,"adoratorio / adoratorios",11,"T11016","En la distribución ninguno recibía agravio, y aunque el <i>ganado</i> todo de que daban tributo todo era del <i>inca</i> y de sus <b>adoratorios</b>, también se hacía la misma distribución, y ninguno acudía con más de aquello que le cabía conforme a la cantidad que estaba a su cargo, por sus tercias o cuartas o décimas, como estaba dividido.",265
11004,"adoratorio / adoratorios",11,"T11017","También fue gran subsidio el que tenían en todos los pueblos del <i>reino</i> con la orden que los <i>incas</i> tenían puesta para la veneración de los <b>adoratorios</b> y oficios que tenían estatuidos que hubiese (como está hecha relación en el capítulo que particularmente trata desto) en las <i>guacas</i> y <b>adoratorios</b>.",273
11004,"adoratorio / adoratorios",11,"T11018","Y fuera del <i>camino</i> no tienen número los <b>adoratorios</b> y casas que tienen en lugares ásperos para cumplir con sus imaginaciones idólatras, que todo esto se puede llamar tributo, pues ellos no lo habían menester sino que lo hacían en tiempos desocupados.",282
11004,"adoratorio / adoratorios",11,"T11019","Finalmente, les acuden con lo necesario, allende desto, del <i>ganado</i> de la comunidad y de lo que de antes tenían por del Sol y del <i>inca</i> y de las <i>guacas</i> y <b>adoratorios</b>, a cuya guarda y servicio acuden los indios; y aún sin esto hay ovejeros antiguos y son reservados de tasa y no se pueden visitar libremente. Se sirven dellos los <i>caciques</i>, donde lo hay, y alquilan lo que les parece, y aún deben vender algo.",319
11004,"adoratorio / adoratorios",11,"T11020","Que no hay memoria bastante cuándo <i>señorearon</i> por este mismo <i>camino</i> hasta la laguna de <i>Vilcanota</i>, que es adonde empieza el <i>Collado</i> y salen de aquella lagunilla dos poderosos ríos, quel uno vierte a la mano del norte y el otro a la del sur, que fue <b>adoratorio</b> destos naturales y <i>guaca</i> señalada universal.",223
11005,"ají",11,"T11021","Y por esta misma orden -por abreviar-se llevaba toda la comida, así de <i>maíz</i>, <i>chuño</i> y <b>ají</b>, y todas las demás cosas dde bastimento que se cogían en todo el <i>reino</i>, que se sembraba y cogía en las <i>chácaras</i> y tierras señaladas para ello.",260
11005,"ají",11,"T11022","Y aún de la misma comida que los de tierra caliente cogen les falta más de ordinario [a los de tierra caliente] que a estos otros, porque se la rescatan casi toda al tiempo de la cosecha con el <i>ganado</i> y rescates de lana y cosas que della llevan hecha, y con esto cargan de <i>maíz</i> y <b>ají</b> y otras legumbres; lo cual llevan a su tierra con poco trabajo, aunque sea lejos, y gástanlo con orden.",233
11006,"Anaguaras",11,"T11023","Y así, tornando a la materia, parece quel servicio o contribución de oro era ordinario andar indios a sacarlo en las <i>provincias</i> donde lo había, que son las más en la comarca del <i>Cuzco</i>, como en los <i>quichos</i> y chunbilvicas sic :<i>chunbivilcas</i>, <i>Andavaylas</i>, <i>Parynacocha</i> y <b>Anaguaras</b>, y en toda la sierra, como en los <i>soras</i>  y <i>lucanas</i> y en todas las <i>provincias</i> de <i>Condesuyo</i>, y por el <i>camino</i> de <i>Omasuyo</i>, todos los que confinan con <i>Calavaya</i>, y todos los comarcanos a las <i>provincias</i> de los <i>mojos</i> y <i>chunchos</i>, y en toda la <i>provincia</i> de <i>Guánuco</i> y <i>Chachapoyas</i>, y en toda la de <i>Quito</i>.",264-265
11007,"Anancuzco",11,"T11024","Primeramente se ha de presuponer quel linaje destos <i>incas</i>, que fueron dos <i>parcialidades</i>, que la una se llama <b>Anancuzco</b> y la otra <i>Urincuzco</i>, a lo que se puede averiguar porque de más no se halla memoria, eran naturales del valle del <i>Cuzco</i>; y aunque algunos quieren decir que vinieron de otras partes a poblar allí (pero desto no hago mucho al caso porque dicen que fue antes del diluvio y traen allá ciertas imaginaciones), como cosa tan antigua no hay para qué para en ello.",222
11007,"Anancuzco",11,"T11025","Luego, juntas las dos <i>parcialidades</i> de aquellas <i>provincias</i>, que en todas partes son <i>Hanansaya</i> y <i>Hurinsaya</i>, <b>Anancuzco</b> y <i>Hurincuzco</i>, conforme a la lengua y uso de cada una tierra los nombres, luego saben lo que les cabe y cuánto se ha de distribuir.",288
11008,"anansaya / hanansaya",11,"T11026","Sólo hay que a la <i>parcialidad</i> de <b>anansaya</b> de ordinario se le reconoce un poco de preeminencia para hacer las cuentas en su casa y juntarse cuando él lo manda, pero entre las <i>parcialidades</i> mismas no hay duda sino que un tomín le desmenuzan en muchas partes, y que ninguno se deja agraviar del otro.",312
11008,"anansaya / hanansaya",11,"T11027","Luego, juntas las dos <i>parcialidades</i> de aquellas <i>provincias</i>, que en todas partes son <b>Hanansaya</b> y <i>Hurinsaya</i>, <b>Anancuzco</i> y <i>Hurincuzco</i>, conforme a la lengua y uso de cada una tierra los nombres, luego saben lo que les cabe y cuánto se ha de distribuir.",288
11008,"anansaya / hanansaya",11,"T11028","Porque si en la primera división de <b>hanansaya</b> y <i>Hurinsaya</i> que se hace en los pueblos para dividir la plata no puede haber fraude como está dicho, ni menos en la que cada una de las <i>parcialidades</i> con sus <i>principalejos</i>, cada uno según su posibilidad y división antigua, sólo resta saber si cada <i>principal</i> lleva más a estos indios que residen en <i>Potosí</i> de lo que cabe a cada uno conforme a lo que fue repartido a la gente que llevaba, pues ya está dicho y averiguado que, entre los <i>repartimientos</i> de posibilidad, los que van han de pagar los que quedan.",314
11009,"Andaguaylas / Andauaylas / Andavaylas",11,"T11029","Y aunque <b>Andaguaylas</b> está treinta leguas del <i>Cuzco</i>, ques en la <i>provincia</i> de los <i>changas</i>, no la sujetaron ni pusieron debajo de su dominio hasta el tiempo de <i>Pachacuti Ynga Yupangui</i>, que fue el que los desbarató. ",222
11009,"Andaguaylas / Andauaylas / Andavaylas",11,"T11030","Esta orden entendí yo cuando descubrí el cuerpo de <i>Pachacuti Ynga Yupangui Ynga</i>, que fue uno de los que yo envié al marqués de Cañete a la ciudad de los Reyes, que estaba embalsamado y tan bien curado como todos vieron, que hallé en él el <i>ídolo</i> principal de la <i>provincia</i> de <b>Andauaylas</b>, porque la conquistó éste y la metió debajo del dominio de los <i>incas</i> cuando venció a <i>Batcuvilca</i> , el <i>señor</i> principal della, y le mató.",261
