id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
40001,"Abancay","4","T40001","Y ansí caminó su camino y llegado que fue al río de <b>Abancay</b> mandó a sus gentes e <i>capitanes</i> que luego hechasen la gente que nadar savía al río y le pasasen y que luego se pusiese por obra el hazer los estribos e otras dos puentes bien ansí como las pasadas, lo qual luego fue puesto por obra e ansimismo fue hecho. E allí ansimismo le salieron de paz otros muy muchos <i>caçiques</i> y <i>señores</i>, a los quales preguntó que si se tenía nueba de su venida por los demás pueblos y <i>provinçias</i> que adelante dellos heran.","204","Quechua","/Awanqawi/","Este topónimo es interpretable como 'lugar con textileria', la linea argumentativa empieza con la raíz 'awa-' que significa 'tejer', seguido del sufijo '-nqa' que da la idea de un objeto o de un lugar donde se realiza la acción mencionada por la raíz, modernamente este sufijo es '-na'. Finalmente el sufijo '-wi' que aparece en esta palabra de forma reducida como '-y'. Para hallar estos argumentos y la linea argumentativa véase: Cerron Palomino, R. (2004). Las etimologías toponímicas del Inca Garcilazo. En Revista Andina, Nº 38, pp. 9 -  41.","sin datos"
40001,"Abancay","4","T40002","Y ansí se partió de la çiudad de <i>Lima</i> y fue por el <i>camino</i> de los <i>llanos</i> y llegó al valle del <i>Guarco</i> y allí tubo nueba cómo Almagro hera buelto de <i>Chile</i> y que avía preso a Hernando Piçarro y que Alonso de Alvarado estava hecho fuerte en la puente de <b>Abancay</b>, que es veinte leguas del <i>Cuzco</i>, hasta saver qué hera lo que mandava que hiziesse.","425","Quechua","/Awanqawi/","Este topónimo es interpretable como 'lugar con textileria', la linea argumentativa empieza con la raíz 'awa-' que significa 'tejer', seguido del sufijo '-nqa' que da la idea de un objeto o de un lugar donde se realiza la acción mencionada por la raíz, modernamente este sufijo es '-na'. Finalmente el sufijo '-wi' que aparece en esta palabra de forma reducida como '-y'. Para hallar estos argumentos y la linea argumentativa véase: Cerron Palomino, R. (2004). Las etimologías toponímicas del Inca Garcilazo. En Revista Andina, Nº 38, pp. 9 -  41.","sin datos"
40002,"Acaurimachi","4","T40003","Y luego los <i>señores</i> metieron en çierto aposento a <i>Ragua Ocllo</i>, que hera madre del <i>Guascar</i>, y a su hija <i>Chuquihuipa</i> para que ayunasen según su uso y costunbre que tenían que quando algún <i>señor</i> hera ansí nonbrado y la que avía de ser su muger prinçipal; y luego dos <i>señores</i> del <i>Cuzco</i> hermanos desta <i>Ragua Ocllo</i> llamados <i>Xauxigualpa</i> y otro <b>Acaurimachi</b>, que vieron que el <i>Guascar</i> hera nombrado por <i>señor</i> y que <i>Atagualpa</i> no lo avía querido ser, enbiaron la nueba por las postas a los <i>señores</i> que en el <i>Cuzco</i> estavan y a <i>Guascar</i> que ayunasse.","319","Quechua","/Ataw Rimachi/","Hemos podido revisar el manuscrito viendo que en realidad hay una errata en la transcripción y debe ser 'atau rimachi'. Este nombre puede interpretarse como 'el hacer hablar buenas cosas'. La parte 'ataw' esta relacionada a la buena suerte. Sobre 'rimachi-', dado que la entrada del diccionario del tercer concilio nos pone de ejemplo 'Diostam rimachini' para decir 'orar a Dios', es posible que haya existido un uso ligado a la religiosidad prehispánica para este verbo derivado. En el manuscrito de Huarochirí hemos podido corroborar que el hablar con las huacas puede ser simplemente 'rima-', reservando el 'rimachi-' para una especie de activación de la huaca. Por otro lado, parece ser que un nombre cercano en significado a Ataw Rimachiy es Kushi Rimachiy, donde los significados de 'kushi' y 'ataw' están relacionados a la buena suerte. -- Para 'ataw' véase:  Gonzalez Holguín, D. (1989[1608]) Vocabulario de la lengva general de todo el Perv llamada lengua qquichua o del inca. Lima: Universidad Nacional Mayor de San Marcos. Página: 36. -- Para 'rimachi-' véase: Anónimo (2014 [1586]) Arte y vocabulario en la lengua general del Perú. Edición interpretada y modernizada de Cerrón-Palomino, R., Araujo, R. B., & Palma, J. A. Lima: Pontificia Universidad Católica del Perú, Instituto Riva-Agüero. Página: 311.","sin datos"
40003,"Accha","4","T40004","Y otro día mañana, dizen dezidiendo <i>Uscovilca</i> con su gente por <i>Carmenga</i> abajo, que es un çerro que está a la deçendida a la çiudad del <i>Cuzco</i> yendo de la çiudad de los Reyes, y como deçindiesse este <i>Uscovilca</i> con todo su poder y gente, que asomaron veinte esquadrones de gente no bista ni conoçida por <i>Ynga Yupangue</i> ni los suyos, la qual gente asomó por la parte de <i>Collasuyo</i> y por el <i>camino</i> de <b>Accha</b> y por el <i>camino</i> de <i>Condesuyo</i>.","144","Incierto","Incierto","Consideramos que el significado que tiene esta palabra en quechua de 'pelo' no es apropiado para un topónimo. Hemos acudido a diccionarios modernos debido a que 'aqcha' no se ubica en diccionarios coloniales como el de Santo Domingo que registra tambien vocablos no sureños. Sobre diccionarios modernos véase: Cerrón Palomino, R. (1976) Diccionario quechua Junin – Huanca. Lima: Ministerio de Educación, Instituto de Estudios Peruanos. -- Cerrón Palomino, R. (2015) Toponimia andina: Problemas y métodos. En Lexis, Vol. XXXIX (1) 2015, pp. 183-197.","sin datos"
40004,"Achache","4","T40005","Como <i>Topa Ynga Yupangue</i> entrase en acuerdo con los suyos en la çiudad del <i>Cuzco</i>, acordaron de enbiar con çierto número de gente de guerra a la <i>provinçia</i> de los <i>andes</i> que dexavan ya paçificada a <i>Ynga Achache</i> y pusiéronle nombre desta buelta <i>Uturungo Achache</i> por el tigre que mató, que dize el tigre <b>Achache</b>, para que tuviese y guardase aquella <i>provinçia</i> que no se les tornasse a revelar.","273","Aimara","/Achachi/","Para 'Achachi' como  'viejo' en aimara véase: Bertonio, L. (2006 [1612]) Vocabulario de la lengua aymara. Perú: Ediciones El Lector. Página: 437","sin datos"
40005,"achigua","4","T40006","Y que el día de la batalla quando así batalla tuviesen, le llevase en las manos vestido e adereçado e con si [sic: su] diadema e que lo mismo llevase él otra diadema en la cabeça, llevando sienpre en par de sí un moço suyo que con un tiraçol pequeño que ellos llaman <b>achigua</b>, cada e quando que se parase el tal <i>ydolo</i> le hiziese sonbra bien ansí como se hazía a su persona; e que fuesse este tiraçol en una bara larga para que se conoçiese ansí andando en la batalla do él andava o tuviese cuidado la tal gente de ansí mirar por él e guardar su persona y el <i>ydolo</i>.","202","Quechua","/Achiwa/","El significado que coloca Betanzos puede además corroborarse con el diccionario anónimo del tercer concilio limense, véase: Anónimo (2014 [1586]) Arte y vocabulario en la lengua general del Perú. Edición interpretada y modernizada de Cerrón-Palomino, R., Araujo, R. B., & Palma, J. A. Lima: Pontificia Universidad Católica del Perú, Instituto Riva-Agüero. Página: 45. -- Betanzos, Juan. (2018 [1551]). Juan de Betanzos y el Tahuantinsuyo: Nueva edición de la Suma y Narración de los Incas. Hernadéz Astete y Cerron Palomino (ed.) Lima: Fondo Editorial de la PUCP.","sin datos"
40006,"Aco","4","T40007","Porque abrán de saber que mientras que el Marqués y Almagro andavan en sus pasiones, el <i>Mango Ynga</i> salió de la montaña y bino a <i>Xauxa</i> y robó a los <i>guancas</i> lo que pudo y tomoles el <i>ydolo</i> y <i>guaca</i> que ellos tenían y llevóselo consigo; y bolviosse de allí a <i>Paucarpanpa</i>, que es detrás de <b>Aco</b>, y de allí salió a un sitio que se dize <i>Cocha</i>, que es ençima de <i>Sangaro</i>, çinco o seis leguas de <i>Guamanga</i>, y allí edificó un pueblo bien ansí como la traça del <i>Cuzco</i> y mandó que se llamase <i>Rucquiri</i> y en este pueblo hizo matar a un <i>caçique</i> de los <i>angaraes</i> y a otro de <b>Aco</b> y a un <i>señor</i> <i>orejón</i> de los suyos.","429","Quechua","/Aqu/","Por la descripción de donde se encuentra Aco podemos comprender que es un lugar a distancia intermedia entre Huancayo y Huamanga. Sobre la interpretación del topónimo, nos inclinamos a pensar que es simplemente 'aqu', es decir, 'arena' en quechua. Este elemento puede aparecer solo como en Aco en Caylloma, Arequipa y Aco en Cajatambo, Lima. Igualmente podemos hallar el topónimo 't'iyu' escrito como 'ttio', otro modo de decir 'arena' en quechua. Para la filiación quechua de 'aqu' véase: Anónimo (2014 [1586]) Arte y vocabulario en la lengua general del Perú. Edición interpretada y modernizada de Cerrón-Palomino, R., Araujo, R. B., & Palma, J. A. Lima: Pontificia Universidad Católica del Perú, Instituto Riva-Agüero. Página: 46.","sin datos"
40007,"Acoçapa Ynga aucayquita atixu llacxainioc tianguicuna punchaupi","4","T40008","Y que como llegase esta gente a do <i>Ynga Yupangue</i> estava, el qual estava mirando con sus compañeros cómo deçendían a él sus enemigos y como a él llegasen los que en su favor venían, que le tomaron en medio diziéndole: <b>Acoçapa Ynga aucayquita atixu llacxainioc tianguicuna punchaupi</b>, que dize bamos, solo Rey y vençeremos a tus enemigos, que oy en este día ternás contigo prisioneros.","145","Q/I/P/Q...Q","/Aku, sapa inqa, awqaykita atishun, llaqshayniyuq tiyanki kunan punchawpi/","Para esta interpretación fonémica véase: Betanzos, Juan. (2018[1551]). Juan de Betanzos y el Tahuantinsuyo: Nueva edición de la Suma y Narración de los Incas. Hernadéz Astete y Cerrón Palomino (ed.) Lima: Fondo Editorial de la PUCP. Páginas: 438. -- La parte que complica la interpretación de esta cita es la raiz 'llacxa'. En primer lugar, tras consultar el manuscrito, estamos de acuerdo en interpretar el vocablo entero como 'llacxainioc' como Cerrón propone.  Sin embargo, esta raiz es reinterpretada por Cerrón Palomino como 'llasha-' que es el verbo 'saquear'. Proponemos en cambio, que dado que la traducción menciona 'prisioneros', y que, además, la transcripción ofrece la raiz 'llacxa', relacionemos esto con partir de 'llaqsha-' como 'someter'. Por lo tanto, 'llaqshayniyuq' sería 'con sometimiento'. Podriamos retraducir la frase resultante como 'Vamos, sapa inqa, les ganaremos a tus enemigos y tendras sometidos'. Queda finalmente agregar que aquí falta algo que directamente nos dé la idea de 'persona sometida' más directamente, para lo cual se hubiera esperado algo como 'llaqshashqa runayuq' o bien 'llaqshashqayuq'. Es raro en quechua que un verbo en infinitivo sea además el modo para nombrar la condición de una persona. Queda tambien la posibilidad de un error en Betanzos al transcribir el pasaje. -- Para 'aku' como 'vamos' sin 'h' inicial véase: Santo Tomas, D. [1560] Lexicon o vocabulario de la lengua general del Peru. Recuperado de: https://archive.org/details/lexiconovocabula00domi/page/n235/mode/2up?view=theater&q=vamos --  Para 'sapa' puede verse ejemplos de su uso como calificativo de autoridades en: González Holguín, D. (1608). Vocabvlario de la lengva general de todo el Perv llamada lengua Qquichua o del Inca. Versión digitalizada por la Biblioteca Nacional de Chile, ubicable en: http://www.memoriachilena.gob.cl/602/w3-article-9530.html Libro I, página 70. -- Por otro lado, Cerrón Palomino propone entroncarlo con la palabra aimara 'sap'a' véase al respecto: Cerrón-Palomino, R. (2016). El lenguaje como hermenéutica en la comprensión del pasado: a propósito del puquina en la génesis del imperio incaico. Diálogo andino, (49), 11-27. -- Para 'inqa' véase: Cerrón Palomino, R. (2021) Los riesgos de una linguistica desmemoriada: A propósito de la etimología puquina de 'inca'. En Lexis, Vol XLV (1) 2021, pp. 227 - 261. -- Sin embargo, este es un vocablo en discusión, sobre todo en que valor debe tomar lo que los españoles representaron con 'c'. Recomendamos revisar la propuesta de Cesar Itier ubicable en: Itier, C. (2023) Palabras clave de la sociedad y la cultura incas. Lima: IFEA, Editorial Commentarios. Páginas: 101 - 120. -- Para 'awqa', 'ati-',  'llaqsha-', 'kunan' y 'punchaw' véase: Anónimo (2014 [1586]) Arte y vocabulario en la lengua general del Perú. Edición interpretada y modernizada de Cerrón-Palomino, R., Araujo, R. B., & Palma, J. A. Lima: Pontificia Universidad Católica del Perú, Instituto Riva-Agüero. Página: 54, 53, 118, 72, 151.","sin datos"
40008,"adoratorio","4","T40009","Y de allí partió a matalle una suntuossa <i>guaca</i>, que quiere dezir <i>guaca</i> <b>adoratorio</b> o <i>ydolo</i>, en la qual ofreçieron mucha cantidad de oro y plata éstos y sus deçendientes, en la cual <i>guaca</i> pusieron un <i>bulto</i> de piedra esculpido en una piedra grande de casi çinco baras en largo y de ancho una bara o poco menos en memoria de este <i>Viracocha</i>.","126","Castellano","n.d.","n.d.","sin datos"
40008,"adoratorio","4","T40010","E bolviendo a nuestra ystoria, este <i>señor</i> <i>Ynga Yupangue</i>, como quisiese azer casa y <b>adoratorio</b> a quien él reverençiase, y los demás de su pueblo queriéndola hazer a reverençia e semejança del que avía visto antes de su batalla, y considerando él ansí que el que ansí viera a quien él llamava el <i>Viracocha</i>, que le vio con gran resplandor, según ellos dizen, y en tanta manera que le paresçió que todo e[l] día hera de allí delante dél y su lunbre [...] e teniendo él en sí lo que ya avéis oydo, propuso [sic] de hazer esta <i>casa del sol</i>.","162","Castellano","n.d.","n.d.","sin datos"
