"id_palabra","Palabra","id_cronista","id_texto","cita","pagina"
19001,"ages",19,"T19001","Rayzes, <b>ages</b>, <i>batatas</i>, <i>caui</i>, que es una raiz que pasada es como higos pasados desas partes; <i>mani</i>, que tostado es como avellanas tostadas; <i>papas</i>, que es una cosa como turmas de tierra de España, sino que son mas grandes y no tienen tan buen sabor, las quales raizes secas las llaman chunio [sic: <i>chuño</i>] y destas se mantiene en las tierras muy frias, ansi como en <i>Collao</i> y donde no pueden coger <i>maiz</i>; <i>xicamas</i>, que son unas raices como navos muy aguanosas que matan la sed comiendolas y otros generos de raizes.",314
19002,"agi",19,"T19002","De animales, corderos de las <i>ovejas</i> de aca. Coríes [sic: <i>cuyes</i>], que es una manera de conejos domésticos; patos, que son como anades grandes que se crían muchos en esta tierra; fructas, <i>guayabas</i>, <i>guabas</i>, <i>guanabanas</i>, que es una fruta de hechura de piñas grandes, rocomaes [sic: <i>lucumas</i>], peras [sic: <i>paltas</i>], que son como peras verdinales de España en la figura, tienen de dentro hueso; pepinos, que son mejores que los de España, de que ay grande abundancia principalmente en las tierras calientes; <b>agi</b>, que llaman a la pimienta de las <i>Indias/i>, sin la cual no comen los <i>indios</i> cosa ninguna y otros muchos generos de fructas.",314
19002,"Ariquipa",19,"T19003","Paresce que seria conveniente governacion que buenamente se pueda governar deste <b>Tumbez</b> hasta el termino que a Vuestra magestad le paresciere dar en torno desta <i>ciudad</i> del <i>Cozco</i> con los repartimientos que tienen los vezinos della; paresce cosa convenible que entre una tierra que se dize <b>Ariquipa</b> en su termino porque ha de ser puerto donde esta <i>ciudad</i> se ha de sirvir.",329
19003,"Atabalipa",19,"T19004","En esta tierra quedaron algunos hijos e hijas de <b>Atabalipa</b>, hijos e hijas y nietos de <i>Guaynacava</i> que fue el <i>señor</i> desta tierra y pues era suya la tierra, Vuestra Magestad tiene obligacion de les mandar dar de comer porque andan perdidos que es lastima de vellos",323
19003,"batatas",19,"T19005","Rayzes, <i>ages</i>, <b>batatas</b>, <i>caui</i>, que es una raiz que pasada es como higos pasados desas partes; <i>mani</i>, que tostado es como avellanas tostadas; <i>papas</i>, que es una cosa como turmas de tierra de España, sino que son mas grandes y no tienen tan buen sabor, las quales raizes secas las llaman chunio [sic: <i>chuño</i>] y destas se mantiene en las tierras muy frias, ansi como en <i>Collao</i> y donde no pueden coger <i>maiz</i>; <i>xicamas</i>, que son unas raices como navos muy aguanosas que matan la sed comiendolas y otros generos de raizes.",314
19004,"buhios",19,"T19006","Ansimesmo yo he querido visitar en esta <i>ciudad</i> del <i>Cozco</i> todas las casas de christianos a donde ay <i>indios</i> y todos los <i>ranchos</i> y <b>buhios</b> de los <i>indios</i> y cavallerizas y cozinas para saber si los doctrinan y enseñan cada noche como se deve hazer e si curan los que estan enfermos o los dexan morir e si les dan los mantenimientos y cosas necesarias pues se sirven dellos e si los tienen atados o encerrados",324
19004,"cacique / caciques",19,"T19007","e, si la gente de un <b>cacique</b> no tuviese obligacion de servir a su amo sino que libremente se pudiese pasar a otro amo, rescibirian gran detrimento los encomenderos principalmente quando quantidad de gente se pasase a otro <i>cacique</i> de manera que se le despoblase pueblos",320
19004,"cacique / caciques",19,"T19008","e, si la gente de un <i>cacique</i> no tuviese obligacion de servir a su amo sino que libremente se pudiese pasar a otro amo, rescibirian gran detrimento los encomenderos principalmente quando quantidad de gente se pasase a otro <b>cacique</b> de manera que se le despoblase pueblos",320
19005,"cacique / caciques",19,"T19009","y si se diese licencia que todos los <i>indios</i> de tal <b>cacique</b> se hiziesen esclavos por algun delito que oviesen hecho, si el tal <i>cacique</i> tuviese diez mil <i>indios</i>, parescerian despues herrados mas de cinquenta mil y todos dirian que eran de aquel <i>cacique</i>.",322
19005,"cacique / caciques",19,"T19010","y si se diese licencia que todos los <i>indios</i> de tal <i>cacique</i> se hiziesen esclavos por algun delito que oviesen hecho, si el tal <b>cacique</b> tuviese diez mil <i>indios</i>, parescerian despues herrados mas de cinquenta mil y todos dirian que eran de aquel <i>cacique</i>.",322
19006,"cacique / caciques",19,"T19011","y si se diese licencia que todos los <i>indios</i> de tal <i>cacique</i> se hiziesen esclavos por algun delito que oviesen hecho, si el tal <i>cacique</i> tuviese diez mil <i>indios</i>, parescerian despues herrados mas de cinquenta mil y todos dirian que eran de aquel <b>cacique</b>.",322
19006,"cacique / caciques",19,"T19012","No hablo aquí de los <b>caciques</b> porque estos conviene que por cedulas se encomienden y que sean obligados a servir a quien son encomendados porque esto es necesario para que se conserven ellos y la tierra que de otra manera avria gran confusion",320
19007,"cacique / caciques",19,"T19013","aunque çufrilles esta libertad, como se çufre en España en los vazallos de señores, paresce conforme a razon y en gran favor de los <i>indios</i>, porque sus amos y <b>caciques</b> procurarian de tratallos mejor",320
19007,"cacique / caciques",19,"T19014","Ansimesmo dizen que si un <i>indio</i> me viene a pedir que le ampare y defienda porque le toman sus tierras algunos christianos o otros <b>caciques</b> o que le toman sus <i>indios</i> que no soi juez para entender en ello porque dizen que es cosa que escede de cinquenta castellanos en los quales puedo condenar y no mas, e, como esto sea agravio de <i>indios</i> y Vuestra Magestad por su real provision me haze defensor dellos en cualquier agravio y no es pena restituir uno lo que es suyo, paresce que yo puedo entender en todo esto.",324
19008,"cacique / caciques",19,"T19015","Porque los <b>caciques</b> destas tierras tienen algunas leyes injustas y cruelmente las executan contra sus <i>indios</i> muchas vezes en sus <i>pueblos</i> pues Vuestra Magestad es señor de esta tierra no lo debe consentir sino que sus leyes se guarden y executen y mandar prohibir que no se hagan semejantes crueldades.",325
19008,"cacique / caciques",19,"T19016","y ha andado sirviendo a Vuestra Magestad [Illan Suarez] contra el <i>ynca</i> porque estuvo en defensa de los <b>caciques</b> de <i>Xauxa</i> que embiaron a pedir socorro contra el <i>ynca</i> y los amparó muy bien",327
19009,"cacique / caciques",19,"T19017","porque hasta aquí, de los <b>caciques</b> de Vuestra Magestad se ha avido muy poco provecho por no se aver granjeado como convenia",327
19009,"cacique / caciques",19,"T19018","Ansimesmo, por ventura informaran a Vuestra Magestad que conviene que los <b>caciques</b> y cabeceras que Vuestra Magestad tiene, se repartan. Esto no conviene…",332
