id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
210001,"aclla/acllas","21","T210001","Estas mugeres que se encerraban para el efecto sobredicho se llamavan <b>acllas</b>, que quiere dezir escogidas, a diferencia de las demás que no se recogían, las quales asimismo juntavan en cierto día del año y hazían cierta fiesta y las casavan con los mozos que avía de hedad al parescer del <i>governador</i> y esta gente común  no tenía más de una muger. Si por privilegio, servicios o abilidad en algunas cosas no le davan otra, antes faltavan ordinariamente porque su religion gastava muchas y si alguno enbiudava era gran adversidad y en dos años no le daban muger, antes le davan cierto género de castigo porque dezían que por alguna culpa suya le avía venido aquella adversidad","139","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210002","y ansí como tuvieron notiçia que los <i>ingas</i> hazían <i>sacrifiçios</i> en aquella ventana o cueva de <i>Pacaritambo</i>, así los hazía cada <i>provinçia</i> en el lugar de donde deçían que avían salido y que ellos señalaron para esto el qual es universal <b>adoratorio</b> suyo y en cada <i>provincia</i> hallaron un lugar destos <i>sacrificado</i> por los <i>indios</i> hasta oy, espeçialmente por los <i>viejos</i> de aquella tierra","153","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210003","después que <i>Pachacuti</i> empeçó la conquista, aviendo vençido los <i>changas</i> a su padre, tomo otro título… a lo que he entendido y todos los <i>viejos</i> afirman, en toda la tierra se hazía veneración al sol, de que tienen memoria, pero ninguna otra gente tuvo tanta <i>quenta</i> con presumir de religiosos como los <i>ingas</i>, los quales fueron los más cargados de <b>adoratorios</b> y <i>ydolos</i> y <i>orden</i> en esto la qual añadió en mucha más cantidad aquel <i>inga Iupangi</i> porque todo lo más que yo hallo entre estos <i>indios</i> le dan a él por inventor","153","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210004","es por esta generalidad que está presupuesta de estar todo en cabeça del <i>inga</i> o de su religión destos <i>indios</i>, <i>casas</i>, <i>ydolos</i> y <b>adoratorios</b> y así en estos tiempos, todos hasta el repartimiento, las <i>provincias</i> que estavan cerca del <i>camino real</i> padesçieron todo el daño ","156","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210005","aquello que estava diputado para la <i>religión</i> de los <i>indios</i> aplicado al sol y a otras <i>guacas</i> y <b>adoratorios</b> que esto mismo o la parte que paresçiese neçeszaria se aplicase a nuestro verdadero Dios y sus yglesias para que dello tuviesen cómoda sustentaçión","183","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210006","sería menester mucho tiempo para dar a entender la materia y como pasava lo que toca a la <i>religión</i> de los <i>indios</i> y la <i>orden</i> que en su tiempo se tenía, porque según paresçerá por la carta que yo hize de los <i>zeques</i> y <b>adoratorios</b> de la <i>çiudad</i> del <i>Cuzco</i> que se hallará en poder de muchos religosos de aquel <i>pueblo</i>, avía en aquella <i>çiudad</i> y legua y media a la redonda, quatroçientos y tantos lugares donde se hazían <i>sacrifiçios</i> y se gastava mucha suma de hazienda en ellos para diferentes effectos que los <i>indios</i> tienen ymaginado que aprovechavan y dado caso que la mayor parte de lo que allí se ofresçía se consumía con fuego, sustentavanse con lo demás aquellas a cuyo cargo estavan los <i>adoratorios</i>, que eran mucha gente","183-184","","","","sin datos"
210002,"adoratorio/adoratorios","21","T210007","sería menester mucho tiempo para dar a entender la materia y como pasava lo que toca a la <i>religión</i> de los <i>indios</i> y la <i>orden</i> que en su tiempo se tenía, porque según paresçerá por la carta que yo hize de los <i>zeques</i> y <i>adoratorios</i> de la <i>çiudad</i> del <i>Cuzco</i> que se hallará en poder de muchos religosos de aquel <i>pueblo</i>, avía en aquella <i>çiudad</i> y legua y media a la redonda, quatroçientos y tantos lugares donde se hazían <i>sacrifiçios</i> y se gastava mucha suma de hazienda en ellos para diferentes effectos que los <i>indios</i> tienen ymaginado que aprovechavan y dado caso que la mayor parte de lo que allí se ofresçía se consumía con fuego, sustentavanse con lo demás aquellas a cuyo cargo estavan los <b>adoratorios</b>, que eran mucha gente","183-184","","","","sin datos"
210003,"aillo/aillos/ayllu/ayllus","21","T210008","En lo que toca a la jurisdiçión destos <i>indios</i>, tampoco se puede averiguar como la tenían e usavan en tiempo de la behetría o la forma que tenían en los castigos, pero como quiera que fueze, toda esta jurisdiçión tomó el <i>inga</i> y la manera de los castigos puso uniforme en todo el <i>reyno</i> y dividió los goviernos por <i>guarangas</i> y <i>hunos</i> y tenía sus <i>governadores</i> y dende el tiempo del <i>inga yupangi</i> se hizieron los <b>aillos</b> y se puso la <i>orden</i> que a todos es notoria de poner çinco a cargo de uno y a otro dar cargo de diez y a otro de çiento y a otro de mil y a otro diez mil y poner sobre todos <i>governador</i> como el <i>inga</i> lo hizo todos fueron medios para que aviendo de hazer el trabajo la <i>comunidad</i>, ninguno se excusase dél; y tanbién trabajaban los <i>mandones</i> sin escusarse ninguno, eçepto el que era [de] <i>guaranga</i>, que tenía cargo de mil. Solo se hazía para que hubiese <i>quenta y razón</i> en esto","138","","","","sin datos"
210003,"aillo/aillos/ayllu/ayllus","21","T210009","y la culpa de los <i>indios</i>, si alguna avía, el <i>caçique</i> era castigado y él tomava <i>quenta</i> a los <b>ayllos</b>","146","","","","sin datos"
210003,"aillo/aillos/ayllu/ayllus","21","T210010","Tanbién tuvieron horden [sic por <i>orden</i>] en las subçesiones ansi del que avía de ser <i>inga</i> <i>señor principal</i> como en todos los demás <i>señoríos</i> y herençias particulares y quien avía de representar la persona de los padres en el <b>ayllo</b> y <i>parçialidad</i> y en qué avían de sucçeder los <i>ingas</i> por razón del <i>señorío</i> y lo que avía de quedar para el cuerpo, <i>ayllo</i> e <i>parçialidad</i> del que moría.","194","","","","sin datos"
