id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
240001,"adoratorio/adoratorios","24","T240001","(…) asimesmo adoraban cerros altos, los que caían en las tierras de la <i>parcialidad</i> de cada uno, teniendo en estos cerros sus <i>guacas</i> y <b>adoratorios</b> que eran unos como <i>carneros</i> de la tierra hechos de piedra y otros - <i>carnerillos</i> hechos de barro y en estos <b>adoratorios</b> mataban <i>corderos</i> de la tierra y los sacrificaban  y <i>cuies</i> que son como conejos pequeños y después quemaban toda esta carne y la ceniza la enterraban junto al <b>adoratorio</b>.","205-206-207","","","","sin datos"
240002,"ají","24","T240002","(…) en esta <i>provincia</i> se sustentan de <i>maiz</i> y <i>papas</i> que son como turmas de tierra, y otras que dicen <i>ocas</i> y frisoles y antramuces y calabazas de la tierra que se llaman acá <i>zapallos</i>; comen muchos géneros de yerbas que ellos llaman <i>yuyos</i>, todo con <b>ají</b> y sal, que es su especia.","211","","","","sin datos"
240002,"ají","24","T240003","Y la común especia de que usan es <b>ají</b> y este <b>ají</b> le traen de tierra caliente, que se dicen llanos, que lo más cercano está veinte y cinco leguas deste <i>pueblo</i> y lo más lejos, treinta, de donde se proveen dello.","213","","","","sin datos"
240002,"ají","24","T240004","(…) lo que contratan en ese <i>repartimiento</i> es vender <i>carneros de la tierra</i> y <i>pacos</i> o la lana dellos y trocarlo por <i>coca</i> y <b>ají</b>.","213","","","","sin datos"
240003,"Alcamenga","24","T240005","Y diez y seis leguas deste <i>pueblo</i> de La Concepción, <i>camino</i> de <i>Guamanga</i>, están unos pocos de <i>indios</i> deste <i>repartimiento</i> poblados con otros de un vecino de <i>Guamanga</i> que se dice Antonio de Mañueco, en un <i>pueblo</i> llamado Santa Madalena de <b>Alcamenga</b>; y á mano izquierda, cuatro leguas dél, en una quebrada honda, está un <i>pueblo</i> deste dicho <i>repartimiento</i> que se llama Santiago de <i>Guamanquiquia</i>;","202","","","","sin datos"
240003,"Alcamenga","24","T240006","El <i>pueblo</i> de Santa Madalena de <b>Alcamenga</b> darán razón por qué se dijo así en la <i>provincia</i> donde cae.","204","","","","sin datos"
240004,"ancocho","24","T240007","Ansí mesmo usan de las ramas de un árbol pequeño que le llaman <b>ancocho</b>, majadas y calientes, puestas en el brazo o pierna quebrada para que suelde; y para purgarse, usan de la semilla o fruta de un árbol pequeño que ellos llaman <i>carhuancho</i> molida y bebida con agua caliente; y para el dolor del pecho dicen que usan de las ramas de un árbol pequeño que llaman <i>pomachoc</i>: majadas y calientes las ponen en el pecho y con esto sienten provecho. No se saben en lengua española los nombres de estos arbolillos, ni los <i>indios</i> quieren decir las yerbas que tienen venenosas, si tienen algunas; antes dicen que no las hay ni saben qué cosa sea.","212","","","","sin datos"
240005,"Antamarca","24","T240008","(…) esta <i>provincia</i> o <i>repartimiento</i> tiene por nombre <i>Rucanas Antamarcas</i> y tiene origen esta nominación de <b>Antamarca</b> de un <i>pueblo</i> llamado así a donde estaban poblados, en tiempos de su gentilidad, un <i>ayllo</i> o <i>parcialidad</i> que ahora se dice asimismo, <i>Antamarcas</i>, y están reducidos en otro <i>pueblo</i> que se dice La Vera Cruz de <i>Cavana</i> y puesto que en este nombre de <i>Antamarcas Rucanas</i> se comprehenden todos los <i>indios</i> deste <i>repartimiento</i> y <i>provincia</i>, hay en ella cuatro <i>ayllos</i> o <i>parcialidades</i> que se nombran así: <b>Antamarca</b>, <i>Apcara</i>, <i>Omapacha</i> y <i>Huchucayllo</i>. ","198","","","","sin datos"
240005,"Antamarca","24","T240009","<b>Antamarca</b> quiere decir <i>pueblo</i> de cobre y no tienen noticia los <i>indios</i> por qué se haya llamado así; <i>Rucana</i> quiere decir dedo; <i>Apcara</i> quiere decir fortaleza y, por ser cercado el <i>pueblo</i> de pared y foso, se quedó con este nombre por ser algo fuerte y al presente está reducido en este sitio, como abajo se dirá; <i>Omapacha</i>, que es otra <i>parcialidad</i>, quiere decir en lengua antigua de los propios <i>indios</i> particular, tierra de aguas, por haber copia de manantiales; <i>Huchucayllo</i> quiere decir una <i>parcialidad</i> que se juntó de muchas pequeñas.","198","","","","sin datos"
240005,"Antamarca","24","T240010","Hay en este <i>repartimiento</i> mucha diferencia de <i>lenguas</i> porque los de la <i>parcialidad</i> de <b>Antamarca</b> tienen una de por sí antiquísima; y los <i>apcaraes</i> otra; y otra los <i>omapachas</i>; otra los <i>huchucayllos</i> y estas <i>lenguas</i> no tienen nombre cada una de por sí más que todos ellos dicen a su propia <i>lengua</i> <i>hauasimi</i> que quiere decir <i>lengua</i> fuera de la general, que es la del <i>Inga</i>, que en común usan della en esta <i>provincia</i> y <i>repartimiento</i> y en la que todos se entienden y hablan.","200","","","","sin datos"
240006,"Antamarca'","24","T240011","En la principal y mayor [de las quebradas] deste <i>repartimiento</i> hay un río caudaloso que se dice en lengua de los naturales, <i>Guayqui</i>, que quiere decir río que va por lo bajo; en cinco meses del año no se vadea. Hay otros ríos pequeños que entran en él, como son, el río de <b>Antamarca</b> y el río de San Juan de <i>Chacaralla</i>, que en el mismo tiempo, no se vadean.","199","","","","sin datos"
240007,"Antamarcas","24","T240012","(…) esta <i>provincia</i> o <i>repartimiento</i> tiene por nombre <i>Rucanas Antamarcas</i> y tiene origen esta nominación de <i>Antamarca</i> de un <i>pueblo</i> llamado así a donde estaban poblados, en tiempos de su gentilidad, un <i>ayllo</i> o <i>parcialidad</i> que ahora se dice asimismo, <b>Antamarcas</b>, y están reducidos en otro <i>pueblo</i> que se dice La Vera Cruz de <i>Cavana</i> y puesto que en este nombre de <i>Antamarcas Rucanas</i> se comprehenden todos los <i>indios</i> deste <i>repartimiento</i> y <i>provincia</i>, hay en ella cuatro <i>ayllos</i> o <i>parcialidades</i> que se nombran así: <i>Antamarca</i>, <i>Apcara</i>, <i>Omapacha</i> y <i>Huchucayllo</i>. ","198","","","","sin datos"
240008,"Antamarcas Rucanas/Rucanas Antamarcas","24","T240013","(…) esta <i>provincia</i> o <i>repartimiento</i> tiene por nombre <b>Rucanas Antamarcas</b> y tiene origen esta nominación de <i>Antamarca</i> de un <i>pueblo</i> llamado así a donde estaban poblados, en tiempos de su gentilidad, un <i>ayllo</i> o <i>parcialidad</i> que ahora se dice asimismo, <i>Antamarcas</i>, y están reducidos en otro <i>pueblo</i> que se dice La Vera Cruz de <i>Cavana</i> y puesto que en este nombre de <b>Antamarcas Rucanas</b> se comprehenden todos los <i>indios</i> deste <i>repartimiento</i> y <i>provincia</i>, hay en ella cuatro <i>ayllos</i> o <i>parcialidades</i> que se nombran así: <i>Antamarca</i>, <i>Apcara</i>, <i>Omapacha</i> y <i>Huchucayllo</i>. ","198","","","","sin datos"
240009,"Apcara","24","T240014","En el <i>pueblo</i> de la Concepción de <i>Guaylllapampa</i> de <b>Apcara</b>, <i>indios</i> <i>Rucanas Antamarcas</i>, de la Corona Real, jurisdicción de la <i>ciudad</i> de <i>Guamanga</i>, en veinte y siete días del mes de enero de mill e quinientos y ochenta y seis años, yo, Luis de Monzón, corregidor por Su Magestad desta <i>provincia</i> de <i>Rucanas</i> y <i>Soras</i>, habiendo recibido la instrucción y memoria en molde para hacer las relaciones de la descripción de las Indias que Su Magestad manda hacer para el buen gobierno y ennoblecimiento dellas, despachada por el Excelentísimo señor don Fernando de Torres y Portugal, conde del Villar, visorrey, gobernador y capitán general destos reinos y <i>provincias</i> del <i>Pirú</i> (...)","197","","","","sin datos"
240009,"Apcara","24","T240015","<i>Antamarca</i> quiere decir <i>pueblo</i> de cobre y no tienen noticia los <i>indios</i> por qué se haya llamado así; <i>Rucana</i> quiere decir dedo; <b>Apcara</b> quiere decir fortaleza y, por ser cercado el <i>pueblo</i> de pared y foso, se quedó con este nombre por ser algo fuerte y al presente está reducido en este sitio, como abajo se dirá; <i>Omapacha</i>, que es otra <i>parcialidad</i>, quiere decir en lengua antigua de los propios <i>indios</i> particular, tierra de aguas, por haber copia de manantiales; <i>Huchucayllo</i> quiere decir una <i>parcialidad</i> que se juntó de muchas pequeñas.","198","","","","sin datos"
240009,"Apcara","24","T240016","Este <i>pueblo</i> de la Concepción de <i>Guayllapampa</i> de <b>Apcara</b> dicho, es la cabecera deste <i>repartimiento</i> y cabecera de doctrina y dista de la <i>ciudad</i> de <i>Guamanga</i>, en cuya jurisdicción está, treinta y dos leguas y media de la medida de las de Castilla y se midieron por mandato de la Real Audiencia de la <i>ciudad</i> de Los Reyes para cierto efecto.","200","","","","sin datos"
240009,"Apcara","24","T240017","(…) la mayor parte de los <i>indios</i> desde <i>repartimiento</i> están en este valle y quebrada deste río de <b>Apcara</b> que es el que hemos dicho que se llama <i>Guayqui</i> y estando en este <i>pueblo</i> de <i>Guayllapampa</i> de <b>Apcara</b>, en contorno de tres leguas hay ocho <i>pueblos</i>: este de la Concepción de <i>Guayllapampa</i> de <b>Apcara</b>; un cuarto de legua dél [el] <i>pueblo</i> de la Vera Cruz de <i>Cavana</i> en la vera del río, en lo bajo; un <i>pueblo</i> que se dice San Cristóbal de <i>Sondondo</i>, de - esotra parte del río, que dista deste <i>pueblo</i> de <i>Guayllapampa</i> de <b>Apcara</b>, el río arriba, aunque media legua del río, en un alto, está el <i>pueblo</i> de San Pedro de <i>Chipao</i> (...)","200-201","","","","sin datos"
240009,"Apcara","24","T240018","(…) y este dicho rio [de San Juan de Chacaralla] se junta con el grande de <b>Apcara</b> un tiro de piedra del <i>camino</i> que se pasa del vado para ir al dicho <i>pueblo</i> de San Juan de <i>Chacaralla</i> dende este de la Concepción de <i>Guayllapampa</i> de <b>Apcara</b>.","201","","","","sin datos"
240009,"Apcara","24","T240019","Y andando estos <i>pueblos</i> en contorno del <i>pueblo</i> de La Concepción de <i>Guayllapampa</i> de <b>Apcara</b>, al de La Vera Cruz de <i>Cauana</i> hay un cuarto de legua, como está dicho; dende éste al de San Pedro de <i>Chipao</i>, dos leguas y tres cuartos; deste <i>pueblo</i> al de San Pedro de <i>Queca</i>, tres leguas; deste <i>pueblo</i> al de Santa Ana de <i>Guaycabacho</i>, una legua grande; deste <i>pueblo</i> al de San Juan de <i>Chacaralla</i>, vadeando el rio grande, legua y media; dende este <i>pueblo</i> al de San Francisco de <i>Pampamarca</i>, sin pasar ningún rio, sino por las laderas del que hemos dicho que se dice San Juan de <i>Chacaralla</i>, tres leguas; desde este <i>pueblo</i>, volviendo a La Concepción y cabecera, hay tres leguas, como esta dicho, y al <i>pueblo</i> de San Cristoval de <i>Sondondo</i>, que cae en la vera del rio grande de <b>Apcara</b>, de esotra parte, hay la distancia que está dicha; y lo propio está del <i>pueblo</i> de La Vera Cruz de <i>Cauana</i>.","201","","","","sin datos"
240009,"Apcara","24","T240020","Y diez y seis leguas de aquí, <i>camino</i> de Los Llanos y valle que se dice de <i>Chicalla</i>, están dos <i>pueblos</i>: el uno está en una hoya junto a un arroyo, que se dice San Juan de <i>Colcabamba</i>; y yendo deste al <i>pueblo</i> de <i>Coracora</i>, de la <i>provincia</i> de <i>Parinacocha</i>, está en medio otro <i>pueblo</i> deste dicho <i>repartimiento</i> de <b>Apcara</b> que se dice San Pablo de <i>Para</i> {así), y está fundado junto á un arroyo pequeño en una quebrada pequeña, y dista al de San Juan de <i>Colcabamba</i> dos le-guas pequeñas (...)","201-202","","","","sin datos"
240009,"Apcara","24","T240021","(...) y desde este <i>pueblo</i> de San Pablo de <i>Para</i> al de <i>Coracora</i>, que es de la <i>provincia</i> de <i>Parinacocha</i>, hay cuatro leguas no grandes; y bajando desde el <i>pueblo</i> dicho de San Juan de <i>Colcahamba</i> al valle de <i>Chicalla</i>, se baja una cuesta muy grande, y al pie della, en todo lo bajo, se da en el rio de <i>Chicalla</i>, y junto a él está un <i>pueblo</i> de <i>indios</i> deste dicho <i>repartimiento</i> de <b>Apcara</b>, que asimesmo se llama San Pablo de <i>Chicalla</i>, que está en los mismos Llanos (...)","202","","","","sin datos"
240009,"Apcara","24","T240022","(…) y el <i>camino real</i>, yendo desde este <i>pueblo</i> de la Concepción a <i>Lima</i>, diez y siete leguas de aquí, está un <i>pueblo</i> pequeño de <i>indios</i> deste dicho <i>repartimiento</i> de <b>Apcara</b>, que se dice el Pueblo Quemado, y la advocación de la iglesia, San Cristóval.","202","","","","sin datos"
240009,"Apcara","24","T240023","(…) este <i>pueblo</i> de La Concepción de <i>Guayllapampa</i> de <b>Apcara</b> está en un sitio llano en la falda de un cerro de media legua de alto, que el cerro lo llaman <i>Guachuacirca</i> que es nombre de un pájaro como ganso que anda en la <i>puna</i> y en la quebrada que está dicha de este río  de <b>Apcara</b>.","208","","","","sin datos"
240009,"Apcara","24","T240024","(…) el río que está dicho de esta quebrada de <b>Apcara</b> va tan bajo que dicen los <i>indios</i> no ser posible sacar dèl acequias y así parece, porque no se aprovechan del agua dél, es en muy poca cantidad y en partes que con ella se riega muy poca tierra.","209","","","","sin datos"
240009,"Apcara","24","T240025","Cae a la mano izquierda la <i>ciudad</i> de <i>Guamanga</i> viniendo desde la <i>ciudad</i> de Los Reyes a la del <i>Cuzco</i> por el <i>camino</i> de Los Llanos que, viniendo por él, se pasa por la plaza deste <i>pueblo</i> de la Concepción de <i>Guayllapampa</i> de <b>Apcara</b>.","214","","","","sin datos"
240009,"Apcara","24","T240026","(…) este <i>pueblo</i> de la Concepción de <i>Guayllapampa</i> de <b>Apcara</b> es cabecera deste <i>repartimiento</i> y tiene un cura que se llama Juan de Quesada; tiene por anejos a San Francisco de <i>Pampamarca</i> y a San Juan de <i>Chacaralla</i> y en todos tres <i>pueblos</i> tiene quinientos y setenta <i>indios</i> tributarios; y el dicho cura tiene de salario en cada un año quinientos pesos ensayados, de a doce reales y medio cada peso.","214","","","","sin datos"
240010,"Apcara'","24","T240027","(…) esta <i>provincia</i> o <i>repartimiento</i> tiene por nombre <i>Rucanas Antamarcas</i> y tiene origen esta nominación de <i>Antamarca</i> de un <i>pueblo</i> llamado así a donde estaban poblados, en tiempos de su gentilidad, un <i>ayllo</i> o <i>parcialidad</i> que ahora se dice asimismo, <i>Antamarcas</i>, y están reducidos en otro <i>pueblo</i> que se dice La Vera Cruz de <i>Cavana</i> y puesto que en este nombre de <i>Antamarcas Rucanas</i> se comprehenden todos los <i>indios</i> deste <i>repartimiento</i> y <i>provincia</i>, hay en ella cuatro <i>ayllos</i> o <i>parcialidades</i> que se nombran así: <i>Antamarca</i>, <b>Apcara</b>, <i>Omapacha</i> y <i>Huchucayllo</i>. ","198","","","","sin datos"
