id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
230001,"Almotaje [sic: Amotape]","23","T230001","El Gobernador hizo información de los indios naturales, y halló que el <i>cacique</i> de <i>Lachira</i> con sus <i>principales</i> y otro llamado Almotaje [sic: <b>Amotape</b>], tenían concertado de matar a los cristianos el día que llegó el Gobernador.","24","","","x","sin datos"
230001,"Almotaje [sic: Amotape]","23","T230002","Luego mandó hacer justicia, quemando al <i>cacique</i> de Almotaje [sic: <b>Amotape</b>] y a sus <i>principales</i> e algunos indios, y a todos los <i>principales</i> de <i>Lachira</i>; deste <i>cacique</i> <i>Lachira</i> no se fizo justicia, porque pareció no tener tanta culpa y ser apremiado de sus <i>principales</i>, y porque estas dos poblaciones quedaban sin cabezas t se perderían (...)","25","","","","sin datos"
230001,"Almotaje [sic: Amotape]","23","T230003","Vista la información, el Gobernador envió secretamente a prender al <i>cacique</i> de Almotaje [sic: <b>Amotape</b>] y los principales indios y él prendió también al de <i>Lachira</i> y algunos de sus <i>principales</i>, los cuales confesaron el delicto.","25","","","","sin datos"
230001,"Almotaje [sic: Amotape]","23","T230004","(...) al cual apercibió que de allí en adelante fuese bueno, y que a la primera ruindad no le perdonaría, y que recogiese toda su gente y la de Almotaje [sic: <i>Amotape</i>], y la gobernase y rigiese, hasta que un muchacho heredero de Almotaje [sic: <b>Amotape</b>], fuese de edad para gobernar.","25","","","","sin datos"
230002,"Atabalipa","23","T230005","Tuvo noticias el Gobernador que la vía de <i>Chincha</i> y del <i>Cuzco</i> hay muchas y grandes poblaciones abundosas y ricas; y que doce o quince jornadas deste pueblo está un valle poblado que se dice <i>Caxamalca</i> adonde reside <b>Atabalipa</b>, que es el mayor <i>señor</i> que al presente hay entre los naturales, al cual todos obedecen (...)","26-27","","","","sin datos"
230002,"Atabalipa","23","T230006","(...) y por ser este señor tan temido, los comarcanos deste río no están domésticos al servicio de su majestad, como conviene, antes se favorescen con este <b>Atabalipa</b>, y dicen que a él tienen por <i>señor</i> y no hay otro, y que pequeña parte de su hueste basta para matar a todos los cristianos, poniendo mucho temor con su acostumbrada crueldad.","27","","","","sin datos"
230002,"Atabalipa","23","T230007","El Gobernador acordó de partirse en busca de <b>Atabalipa</b> para traerlo al servicio de su majestad, y para pacificar las <i>provincias</i> comarcanas; porque, éste conquistado, lo restante ligeramente sería pacificado.","27","","","","sin datos"
230002,"Atabalipa","23","T230008","Salió el Gobernador de la ciudad de San Miguel en demanda de <b>Atabalipa</b>, a 24 días de septiembre año de 1532.","27","","","","sin datos"
230002,"Atabalipa","23","T230009","Súpose que este <i>cacique</i> era gran <i>señor</i>, el cual al presente estaba destruído; que el <i>Cuzco viejo</i>, padre de <b>Atabalipa</b>, le había destruído veinte pueblos y muerte gente déllos.","28","","","","sin datos"
230002,"Atabalipa","23","T230010","El Gobernador se informó allí de los pueblos y <i>caciques</i> comarcanos y del <i>camino</i> de <i>Caxamalca</i>, y informáronle que dos jornadas de allí había un pueblo grande que se dice <i>Caxas</i>, en el cual había guarnición de <b>Atabalipa</b>, esperando a los cristianos, si fuesen por allí.","28","","","","sin datos"
230002,"Atabalipa","23","T230011","Sabido por el Gobernador, mandó secretamente a un capitán con gente de pie y de a cauallo para que fuese al pueblo de <i>Caxas</i>, porque si allí bebiese gente de <b>Atabalipa</b> no tomasen soberbia yendo a ellos (...)","29","","","","sin datos"
230002,"Atabalipa","23","T230012","Entonces salió un capitán que dijo que estaba por <b>Atabalipa</b> recibiendo los tributos de aquellos pueblos, del cual se informó del <i>camino</i> de <i>Caxamalca</i>, y de la intención que <b>Atabalipa</b> tenía para recebir a los cristianos, y de la ciudad del <i>Cuzco</i>, que está de allí a treinta jornadas; que tiene la cerca un día de andadura, y la <i>casa</i> de aposento del <i>cacique</i> tiene cuatro tiros de ballesta y que hay una sala donde está muerto el <i>Cuzco viejo</i>, que el suelo está chapado de plata, y el techo y las paredes de chapas de oro y plata entretejidas.","30","","","","sin datos"
230002,"Atabalipa","23","T230013","Y que aquellos pueblos habían estado hasta un año antes por el <i>Cuzco</i>, hijo del <i>Cuzco viejo</i>; que hasta que <b>Atabalipa</b> su hermano, se levantó, y ha venido conquistando la tierra, echándoles grandes pechos y tributos, y que cada día hace en ellos grandes crueldades, y que, además del tributo que les dan de sus haciendas y granjerías, se lo dan de sus hijos y hijas.","30","","","","sin datos"
230002,"Atabalipa","23","T230014","Y que aquel asiento real de que allí estaba fué de <b>Atabalipa</b> que pocos días antes se había ido de allí, con cierta gente de su hueste (...)","31","","","","sin datos"
230002,"Atabalipa","23","T230015","(...) y que se halló en aquel pueblo de <i>Caxas</i> una <i>casa</i> grande, fuerte y cercada de tapias, con sus puertas, en la cual estaban muchas mujeres hilando y tejiendo ropas para la hueste de <b>Atabalipa</b>, sin tener varones mas de los porteros que las guardaban","31","","","","sin datos"
230002,"Atabalipa","23","T230016","(...) y que a la entrada del pueblo había ciertos indios ahorcados de los pies y supo deste <i>principal</i> que <b>Atabalipa</b> los mandó matar por que uno dellos entró en las casas de las mujeres a dormir con una; al cual y a todos los porteros que consintieron, ahorcó (...)","31","","","","sin datos"
230002,"Atabalipa","23","T230017","Aquesta costumbre tienen antiguamente y <b>Atabalipa</b> la suspendió en cuanto tocaba a lo que sacaban para su gente de guarnición.","32","","","","sin datos"
230002,"Atabalipa","23","T230018","También dijo que halló en estos dos pueblos dos <i>casas</i> llenas de clazado y panes de sal, y un manjar que parecía albóndigas, y depósito de otras cosas para la hueste de <b>Atabalipa</b>; y dijo que aquellos pueblos tenían buena orden y vivían políticamente.","32","","","","sin datos"
230002,"Atabalipa","23","T230019","Con el capitán vino un indio principal con otros algunos, y dijo el capitán que aquel indio había venido con cierto presente para el Gobernador que su señor <b>Atabalipa</b> le envía desde <i>Caxamalca</i> para le traer aquel presente, que eran dos <i>fortalezas</i> a manera de fuente figuradas en piedra, con que beba, y dos cargas de patos secos desollados, para que, hechos polvos, se sahume con ellos, porque así se usa entre los <i>señores</i> de su tierra; y que le envía a decir que él tiene voluntad de ser su amigo, y esperalle de paz en <i>Caxamalca</i>.","32","","","","sin datos"
