id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
260001,"Acarí","27","T270001","Deste <i>pueblo</i> de <i>Atunrucana</i> al <i>pueblo</i> de Santo Tomás de <i>Guanca</i>, que está en el valle de <b>Acarí</b>, que son Llanos y tierra caliente, hay diez y seis leguas, que se va por el <i>pueblo</i> de San Xpval. de <i>Saysa</i>, y de allí al dicho <i>pueblo</i> de Santo Tomás de <i>Guanca</i> que son seis leguas, es mal <i>camino</i> y hay una cuesta de arena para bajar al dicho <i>pueblo</i>, muy mala y mucho calor en ella.","184","","","","sin datos"
260001,"Acarí","27","T270002","Santo Tomás de <i>Guanca</i> es tierra donde no llueve, que se dice Los Llanos; está en un llano á la ribera del rio de <b>Acari</b>.","190","","","","sin datos"
260001,"Acarí","27","T270003","(...) todos los más de los <i>pueblos</i> deste <i>repartimiento</i> están en la sierra, en quebradas de buenos temples y en las cabezadas de Los Llanos de <i>La Nasca</i> y <b>Acarí</b>; y respecto de los sitios en que están, son sanos, si no es el <i>pueblo</i> de La Concepción y el <i>pueblo</i> de <i>Guanca</i>, que éstos, por estár en Los Llanos, son enfermos, porque hace mucho calor.","191","","","","sin datos"
260001,"Acarí","27","T270004","(...) toda esta <i>provincia</i> y <i>repartimiento</i> está á quince y á veinte leguas de los valles de <b>Acari</b> y de <i>La Nasca</i>, que es tierra caliente y Llanos donde no llueve en todo el año; y algunos <i>pueblos</i> deste <i>repartimiento</i> están á seis y á siete leguas de los dichos valles de <b>Acari</b> y de <i>La Nasca</i>; y como tenemos dicho, todas son quebradas donde están los dichos <i>pueblos</i>; y por lo alto dellos es tierra llana y fria, que los <i>indios</i> dicen <i>puna</i>; y en esta <i>puna</i> se dividen los términos de el <i>repartimiento</i> de los <i>Antamarcas</i> y los <i>Atunrucanas</i>.","191","","","","sin datos"
260001,"Acarí","27","T270005","Confina con el valle de <i>Lanasca</i>, que es arzobispado de Los Reyes, y con los valles de <b>Acari</b> y <i>Jaqui</i>, que es jurisdicion de la ciudad de <i>Arequipa</i> y por otra parte con la <i>provincia</i> de <i>Parinacocha</i>, que es jurisdicion de la ciudad del <i>Cuzco</i>, que todo es del obispado del <i>Cuzco</i>.","194","","","","sin datos"
260002,"Acochani","27","T270006","El <i>pueblo</i> de Santiago de <b>Acochani</b> (a) está en una quebrada, tierra templada.","190","","","","sin datos"
260003,"aji","27","T270007","El <i>pueblo</i> de San Xpval. de <i>Chupi</i>, se llama así, y <i>chupi</i> es un poco de agua revuelta con <b>ají</b> y sal cocido; y no saben los <i>indios</i> la razón porque tuvo este nombre de <i>chupi</i>.","186","","","","sin datos"
260003,"aji","27","T270008","(…) en esta <i>provincia</i> se sustentan de <i>maíz</i> y <i>papas</i>, que son como turmas de tierra, y otras que dicen <i>ocas</i> y frísoles y atramuces (así) y <i>quínua</i> y otras yerbas que comen cocidas y crudas, que comen con <b>ají</b> y sal, que es su ordinaria especia.","192","","","","sin datos"
260003,"aji","27","T270009","Y la común especia de que husan es <b>ají</b>, y éste le traen de la tierra caliente que se dicen Llanos y los <i>indios</i> los llaman <i>Yungas</i>, que están á quince y á siete leguas deste <i>repartimiento</i>.","194","","","","sin datos"
260003,"aji","27","T270010","(…) lo que contratan en esta <i>provincia</i> es vender <i>carneros</i> de la tierra y <i>pacos</i> ó la lana dellos y trocarlo por <i>coca</i> ó <b>ají</b>. Pagan en este <i>repartimiento</i> el tributo en reales, en <i>carneros</i> de carga y en ropa de lana y en trigo y en <i>maíz</i> y en gallinas.","194","","","","sin datos"
260003,"aji","27","T270011","Y lo propio comen ahora que antiguamente, que es <i>maíz</i>, <i>papas</i> y <i>ocas</i> y frisóles y altramuses y carne de la tierra y de la de Castilla; y ansí mesmo comen muchas yerbas, que ellos llaman <i>yuyos</i>, cocidas y crudas; y así mesmo comen las ovas de los ríos cocidas con <b>ají</b>.","189","","","","sin datos"
260004,"Ananrucana","27","T270012","(...) este <i>repartimiento</i> tiene por nombre <i>Atunrucana</i>, que quiere decir dedo grande; y en este <i>repartimiento</i> hay dos <i>ayllos</i>, que son <b>Ananrucana</b> y <i>Lurinrucana</i>; <i>Atunrucana</i> se derivó porque en este dicho <i>pueblo</i> de <i>Atunrucana</i> se juntaban en tiempo de los <i>Ingas</i> todas las dichas dos <i>parcialidades</i> á tratar cosas que les convenia, y en estas dos <i>parcialidades</i> se comprenden todos los <i>indios</i> deste <i>repartimiento</i> de <i>Atunrucana</i>; y <b>Ananrucana</b>, que quiere decir primero, y <i>Lurin Lucana</i> {así), el postrero; y así, el <i>cacique principal</i> deste <i>repartimiento</i> manda y gobierna los <i>indios</i> de <b>Ananrucana</b>, y la segunda persona gobierna y manda los <i>indios</i> de <i>Lurinrucana</i>.","180","","","","sin datos"
